序号,题干
5648,如图，在△ABC中，BA=BC.点D为△ABC外一点，连接DA，∠DAC=25°.线段AD沿直线AC翻折得到线段__img10229.jpg.过点C作AD的平行线交__img10230.jpg于点E，连接BE.求∠AEB的度数．__img10231.jpg
5649,等式-3x=6两边都除以-3得到等式________________.
5650,请写出一个大于3而小于4的无理数：____________.
5653,方程x2－x＝0的解为 
5654,对于任意的正整数n，代数式__img10235.jpg的值是否总能被6整除，请说明理由．
5655,阅读下面材料：在数学课上，老师提出如下问题：__img10236.jpg 小霞的作法如下：__img10237.jpg  老师说：“小霞的作法正确．”请回答：小霞的作图依据是_____．
5657,如图，点P为△ABC内一点，求证：CB+BA>CP+PA．__img10239.jpg
5660,请你写出一个顶点在x轴上的二次函数表达式_____.
5662,（2018福州七下期末）一个容量为80的样本，最大值是123，最小值是50，用频数分布直方图描述这一组数据，取组距为10，则可以分成_____组．
5663,蔬菜种植户经过调查发现：若一种蔬菜加工后出售，单价可提高20％，但质量只有加工前的90%.现有未加工的这种蔬菜30千克，加工后可以比不加工多卖12元，这种蔬菜加工前每千克卖多少元？
5664,如图，把△ABC沿EF对折，叠合后的图形如图所示.若∠A=60°，∠1=95°，求∠2的度数．__img10244.jpg
5665,观察下列等式：__img10245.jpg，__img10246.jpg，__img10247.jpg，__img10248.jpg对于一般的自然数n ，将有等式        .
5666,甲、乙两人连续7年调查某县养鸡业的情况，提供了两方面的信息图（如图）．甲调查表明：养鸡场的平均产鸡数从第1年的1万只上升到第7年的2.8万只；乙调查表明：养鸡场的个数由第1年的46个减少到第7年的22个．现给出下列四个判断：①该县第2年养鸡场产鸡的数量为1.3万只；②该县第2年养鸡场产鸡的数量低于第1年养鸡场产鸡的数量；③该县这7年养鸡场产鸡的数量逐年增长；④这7年中，第5年该县养鸡场出产鸡的数量最多．根据甲、乙两人提供的信息，可知其中正确的判断有_____.（填正确结论的序号）__img10249.jpg
5667,在我国古代数学著作《九章算术》中记载了一道有趣的数学问题：“今有池方一丈，葭生其中央，出水一尺.引葭赴岸，适与岸齐.问水深、葭长各几何？”这个数学问题的意思是说：“有一个边长为1丈（1丈=10尺）的正方形水池，在水池正中央长有一根芦苇，芦苇露出水面1尺．如果把这根芦苇拉向岸边，它的顶端恰好到达岸边的水面．请问这个水池的深度和这根芦苇的长度各是多少？”
5668,为了解某一路口某一时段的汽车流量，小明同学10天中在同一时段统计通过该路口的汽车数量（单位：辆），将统计结果绘制成如下折线统计图：由此估计一个月（30天）该时段通过该路口的汽车数量超过200辆的天数共_____天.__img10250.jpg
5669,如图，把一个长方形ABCD沿AE对折点B落在F点，EF交AD于点G，如果∠BAE=52°，则∠FAG的度数为_____.__img10251.jpg
5670,方程2-3(x+1)=0的解与关于x的方程__img10252.jpg的解互为倒数，则k的值是______.
5671,如图，__img10253.jpg 为直角三角形， __img10254.jpg.两个同样大小的__img10255.jpg，__img10256.jpg，和一个等腰直角三角形__img10257.jpg，可以拼成如图所示的直角梯形.试通过面积之间的关系，证明在__img10258.jpg中存在：__img10259.jpg的关系.__img10260.jpg
5673,⊙O的半径为1，其内接△ABC的边__img10262.jpg，则∠C的度数为_____.
5676,已知点A和点B都在同一条数轴上，点A表示3，又知点B和点A相距5个单位长度，则点B表示的数是__________________. 
5679,如图，点D为△ABC的AB边上一点，AD=2，DB=3.若∠B=∠ACD，则AC=_____.__img10269.jpg 
5680,计算：__img10270.jpg
5684,下图是九（1）班学生某次外出活动中，出行方式分别采用乘车、步行、骑车人数的条形统计图的一部分和扇形统计图.下列说法：①九（1）班外出活动中步行有8人；②在扇形统计图中，步行人数所对应的扇形圆心角的度数为82°；③九（1）班此次外出的学生共有40人；④若该校九年级外出的学生共有500人，那么估计全年级外出骑车的人约有150人.其中正确的结论是_______img10277.jpg__img10278.jpg
5687,如图，将△ABC纸片折叠，使点C落在三角形的外部，通过推理，写出∠ADC、∠BEC、∠C之间的数量关系.__img10281.jpg
5688,__img10282.jpg
5689,列方程解应用题：王凯准备从家去往中国科技馆，在地图中查询到两条行车路线：路线一：全程30千米，但路况不太好；路线二：全程36千米，但路况比较好.如果选择路线二，那么它的平均车速是路线一的平均车速的1.8倍，所用的时间比路线一所用的时间少20分钟．问路线一的平均车速是每小时多少千米
5690,若关于x，y的方程组__img10283.jpg的解满足x-2y=1，则m的值是_____
5694,在物理的凸透镜成像公式__img10287.jpg中，我们用u表示物体到凸透镜的距离，v表示物体所成的像到凸透镜的距离，f表示凸透镜的焦距。则f=_____（用u，v表示f）
5696,△ABC中，  ∠A为最大的内角．求证：∠A≥60°
5697,淘气经常随父母到永旺商城去购物。永旺商城里有个梦幻儿童乐园，淘气每次都很想去玩儿。爸爸说：你可以用你1600元的压岁钱去玩。__img10290.jpg①淘气估计自己每年大约可以来永旺商城梦幻儿童乐园14次，你认为淘气怎么购买门票最省钱？先写出购买的方案，再写出你的理由。②淘气的好朋友明明也想经常来梦幻儿童乐园游玩，如果你是淘气，你会给  明明怎样的购买门票的建议？
5698,直线L为△ABC的对称轴，交BC于点D，则AD为三角形的______线，______线，______线．  __img10291.jpg
5700,某校为了解学生喜爱的体育活动项目，随机抽查了100名学生，让每人选一项自己喜欢的项目，并制成如图所示的扇形统计图.如果该校有1200名学生，则喜爱跳绳的学生约有_____人.__img10293.jpg
5701,计算：-3+|-7|=_____．
5703,如图，AD是△ABC的角平分线，如果△ABC的面积是24，且AC=14，AB=10，那么点D到AB的距离是_____
5704,如图，角α的一边在x轴上，另一边为射线OP.点__img10298.jpg，则__img10299.jpg_____.__img10300.jpg 
5705,使用因式分解进行计算：__img10301.jpg=_____
5708,（2018福州七下期末）若a＞b，则下列结论正确的是（ ）                   A 4a＜4b   B a+c＞b+c   C a-5＜b-5  D -7a＞-7b
5709,某种手机每部售价为a元，如果每月售价的平均降低率为x，那么两个月后，这种手机每部的售价是        元．（用含a，x的代数式表示）
5710,__img10305.jpg_____；
5711,解不等式组__img10306.jpg，并判断x＝4是否为此不等式组的解
5712,多项式ab－2ab2－a的次数为_____
5715,（2018福建中考a卷）某8种食品所含的热量值分别为：120，134，120，119，126，120，118，124，则这组数据的众数为_____．
5716,设a，b是两个不共线的非零向量，若a与b起点相同，t∈R，t为何值时，a，tb，(a＋b)三向量的终点在一条直线上？
5717,若三角形的三个外角的比是2:3:4，则这个三角形的最大内角的度数是_____. 
5718,请你写出一个系数为-2且次数为3的单项式__________________.
5722,比较__img10312.jpg的大小
5723,已知x﹣2y=3，那么代数式3﹣2x+4y的值是______.
5724,已知线段AB=6，O是AB的中点，若点M在射线AB上，且BM=1，则线段OM的长度为_____．
5727,请设计一个方法，用直尺（没有刻度）和圆规验证下图三角形为等腰三角形．__img10315.jpg
5728,若__img10316.jpg，则__img10317.jpg____．
5729,如图，在平面直角坐标系__img10318.jpg中，一次函数__img10319.jpg与反比例函数__img10320.jpg交于点__img10321.jpg，__img10322.jpg．__img10323.jpg  ①分别求出反比例函数和一次函数的表达式；②根据函数图象，直接写出不等式__img10324.jpg的解集．
5734,已知高与底面直径之比为2:1的圆柱内接于球，且圆柱的体积为500π，则球的体积为________.
5737,若__img10332.jpg与__img10333.jpg互为相反数，则__img10334.jpg的平方根是_____.
5738,关于x的方程__img10335.jpg的解是______.
5742,计算：__img10339.jpg
5743,解下列方程组：__img10340.jpg
5745,（2018福州七下期末）（本题8分）在一次知识竞赛中，规定：每题回答正确得m分，回答错误或放弃回答扣n分．当甲、乙两人恰好都答完12道题时，甲答对了9道题，得39分；乙答对了10道题，得46分．求m和n的值．
5749,请你写出一个系数为-2且次数为3的单项式__________________.
5750,使用因式分解进行计算：__img10345.jpg=_____
5751,小明：“在菱形ABCD中，△ABC一定为等边三角形。你认为他说的对吗，如果不对请举出例子．
5753,当k＝1时，关于x、y的二元一次方程组__img10347.jpg两个解的和是_____
5756,已知小明的年龄是m岁，小红的年龄比小明的年龄的2倍少4岁，小华的年龄比小红的年龄的1/2还多1岁，这三名同学的年龄的和为_____岁.
5759,为迎接国庆，某校举行以“祖国成长我成长”为主题的图片制作比赛，赛后整理参赛同学的成绩，并制作成图表如下：__img10354.jpg__img10355.jpg请根据以上图表提供的信息，解答下列问题：表中m和n所表示的数分别为：m=_____n=_____
5761,将多项式__img10357.jpg分解因式的结果为____________________．
5769,（201901通州高二期末）已知数列{an}是等差数列，a3=2，则a1+a2+a3+a4+a5等于________ 
5773,（2017福建中考）我国古代数学著作《孙子算经》中有“鸡兔同笼”问题：“今有鸡兔同笼，上有三十五头，下有九十四足．问鸡兔各几何．”其大意是：“有若干只鸡和兔关在同一笼子里，它们一共有35个头，94条腿．问笼中的鸡和兔各有多少只？”试用列方程（组）解应用题的方法求出问题的解．
5777,（2014广东中考）小明在射击训练中，五次命中的环数分别为5、7、6、6、6，则小明命中环数的众数为_____，平均数为_____．
5778,（2019年1月通州八上期末）写出一个比4大且比5小的无理数：_____.
5780,如图，AD是△ABC的角平分线，如果△ABC的面积是24，且AC=14，AB=10，那么点D到AB的距离是_____
5782,（2018福州七上期中）-5的倒数是______．
5785,计算：-3+|-7|=_____．
5788,已知点A和点B都在同一条数轴上，点A表示3，又知点B和点A相距5个单位长度，则点B表示的数是__________________. 
5789,不解方程组__img10387.jpg，求__img10388.jpg的值．
5791,已知线段AB长为10，在线段AB所在的直线上取一点C，使AC:BC=3:2.求AC和BC的长.
5797,“神舟”十一号飞船圆满完成了我国第六次载人飞行任务，创造了我国航天员太空驻留新纪录，标志着我国航天工程取得新的重大进展.请你观察“神舟”十一号飞船的发射架，上面有许多焊接成三角形的图形.为什么要焊接成这样的形状呢？你的理由是_____。__img10397.jpg__img10398.jpg
5798,先化简，再求值：__img10399.jpg，其中__img10400.jpg．
5799,（2019福州八下期末）如图，将平面内Rt△ABC绕着直角顶点C逆时针旋转90°得到Rt△EFC．若AC＝2，BC＝1，则线段BE的长为_____．
5801,（2019福州八下期末）点P（2，﹣1）关于原点对称的点P′的坐标是A（﹣2，1）  B（﹣2，﹣1）  C（﹣1，2）   D（1，﹣2）
